pid,old-pid,gid,unique gid,goaldisrupted,old-cid,goal-statement,Goal categories,,cid,uniquecid,Goal scope,rep-id,circumstance,Situation that occurred ,Repeating for another goal,Life Event?,Pre-existing?,Duplicate?,how-long,frequency,affect-wellbeing,affect-logistical,Disruption labor produced,Disruption labor produced,Disruption labor produced,affect-goal,change,Goal changes,,,,,,
S108,S116,goal2,S108goal2,,circ1,Drinking more water,Nutrition,,circ1,S108goal2circ1,Medium term,,Didn’t taste good,Internal - Feelings and thoughts,No,No,No,No,multiple days to a week,daily,None,Add things to the water to make it taste better or more exciting,Logistical,,,It made me less motivated to drink the water,Added flavorings and ice,Changed strategy,,,,,,
S108,S116,goal2,S108goal2,,circ2,Drinking more water,Nutrition,,circ2,S108goal2circ2,Medium term,,experienced caffeine withdrawals,Diet,No,No,No,No,more than half a day to a day,daily,It gave me headaches and made me irritable,Had to drink things with caffeine in it,Physical,,,Made it so I had to drink more caffeine to stave off withdrawals,I had to alternate drinking water and caffeinated beverages,Changed strategy,,,,,,
S108,S116,goal2,S108goal2,,circ3,Drinking more water,Nutrition,,circ3,S108goal2circ3,Medium term,r29,I forgot,Internal - Feelings and thoughts,Yes,No,No,No,more than half a day to a day,daily,Made me thirstier,None,No response,,,None,Had to use things like apps to remind myself,Changed strategy,,,,,,
S108,S116,goal3,S108goal3,,circ1,Praying everyday,Mental health and wellbeing,,circ1,S108goal3circ1,Medium term,r29,Forgetfulness,Internal - Feelings and thoughts,Yes,No,No,No,multiple days to a week,weekly,None,Set reminders,Logistical,,,It made me distracted or focused on other things,Had to set up a system to remind myself,Changed strategy,,,,,,
S109,S117,goal1,S109goal1,,circ1,Losing weight (15 pounds),Weight management,,circ1,S109goal1circ1,Long term,,My workplace has free donuts today,Work,No,No,No,No,more than half a day to a day,weekly,I felt guilty,NA,Emotional,,,It disrupted my diet schedule,I only had half of a donut,Changed strategy,,,,,,
S109,S117,goal1,S109goal1,,circ2,Losing weight (15 pounds),Weight management,,circ2,S109goal1circ2,Long term,,I am too tired to cook a healthy meal,Internal - Feelings and thoughts,No,No,No,No,more than an hour to half a day,weekly,I feel guilty for not sticking to a plan,I wrote down a meal plan for tomorrow,Emotional,Logistical,,I didn’t meal prep the way I needed to due to fatigue,I ate a moderately low calorie meal that was quick to make,Changed strategy,,,,,,
S109,S117,goal1,S109goal1,,circ3,Losing weight (15 pounds),Weight management,,circ3,S109goal1circ3,Long term,,I am too tired to work out,Internal - Feelings and thoughts,No,No,No,No,more than an hour to half a day,weekly,I feel guilty,I cleaned for a little bit to at least move my body,Emotional,,,I was not motivated enough to push through and work out,I didn’t work out at all today,Skipped,,,,,,
S109,S117,goal2,S109goal2,,circ1,Saving $150 a month,Financial Stability/Safety,,circ1,S109goal2circ1,Medium term,,School shopping,Finances,No,No,No,No,multiple days to a week,every other week,I was stressed that I had to buy last minute things,Na,Emotional,,,Na,I had to spend extra money on buying school supplies,Skipped,,,,,,
S109,S117,goal2,S109goal2,,circ2,Saving $150 a month,Financial Stability/Safety,,circ2,S109goal2circ2,Medium term,r30,Needed to fix ac in the car,Finances,Yes,No,No,No,multiple weeks to a month,yearly or less,I was frustrated,Played a game to improve my mood,Emotional,,,It cost over $150,I spent money that I had saved to fix the ac,Skipped,,,,,,
S109,S117,goal3,S109goal3,,circ1,Reach out to my family more often,Social connection,,circ1,S109goal3circ1,Aspirational,,I had to work,Work,No,No,No,No,more than half a day to a day,weekly,I was sad,Called my mom,Emotional,,,Work takes a lot of my time and prevents me from seeing family,I FaceTimed my mother during lunch,Changed time,,,,,,
S109,S117,goal3,S109goal3,,circ2,Reach out to my family more often,Social connection,,circ2,S109goal3circ2,Aspirational,,I was busy running errands,Housework,No,No,No,No,more than half a day to a day,every other week,I was tired,Na,Emotional,,,I had too many last minute things to do that I didn’t have time to spend with family,I rescheduled a get together for the following weekend,Rescheduled,,,,,,
S109,S117,goal4,S109goal4,,circ1,Watch my daily stress levels,Mental health and wellbeing,,circ1,S109goal4circ1,Medium term,r30,Having to fix the ac in the car,Finances,Yes,No,No,No,more than an hour to half a day,yearly or less,I was frustrated and increased my anxiety,Na,Emotional,,,I was frustrated and increasingly stressed,I had to remind myself that I had money saved for an emergency like this,Changed strategy,,,,,,
S109,S117,goal4,S109goal4,,circ2,Watch my daily stress levels,Mental health and wellbeing,,circ2,S109goal4circ2,Medium term,,Having to work extra hours today,Work,No,No,No,No,more than an hour to half a day,every other week,I was annoyed and mad,I took a break and watched videos on my phone to make myself feel better,Emotional,,,I was ready to go home until I was told I needed to stay later,I gave myself an extra break,Changed strategy,,,,,,
S110,S118,goal1,S110goal1,,circ1,Physical Health,Physical Activity,,circ1,S110goal1circ1,Long term,,Work schedule,Work,No,No,Yes,No,multiple days to a week,weekly,Feeling uncomfortable in my cloths,n/a,Emotional,,,Could not go to the gym,Tried walking more at work,Changed strategy,,,,,,
S110,S118,goal2,S110goal2,S110goal1,circ1,Career,Work/Career,,circ1,S110goal2circ1,Long term,,Not able to interview,Employment,No,No,No,No,multiple days to a week,weekly,Feeling stuck,n/a,Emotional,,,Need to move on,Could not change,Abandoned,,,,,,
S111,S119,goal1,S111goal1,,circ1,Start a business,Work/Career,,circ1,S111goal1circ1,Long term,,Lingering exhaustion from COVID,Health,No,No,Yes,No,multiple weeks to a month,daily,Disappointed in my progress,NA,Emotional,,,Spent less time on my training,Spent 1.5 hours on my training,Changed strategy,,,,,,
S111,S119,goal2,S111goal2,,circ1,Exercise 3-4 times per week,Physical Activity,,circ1,S111goal2circ1,Medium term,,Lingering exhaustion from COVID,Health,No,No,Yes,No,multiple days to a week,daily,Disappointed,NA,Emotional,,,Exercised 1 time,Exercised less times,Changed strategy,,,,,,
S111,S119,goal3,S111goal3,,circ1,Lose 10 pounds in 10 weeks,Weight management,,circ1,S111goal3circ1,Long term,,Need to grocery shop,Resources,No,No,No,No,multiple days to a week,daily,Disappointed,Distracted myself from food by reading,Emotional,,,Do not have special food for weight loss plan,Not sticking to plan,Skipped,,,,,,
S112,S120,goal1,S112goal1,S112goal4,circ1,Find me a new second job,Work/Career,,circ1,S112goal1circ1,Aspirational,,N/A,No disruption,No,No,No,No,No response,No response,N/A,as IM running errands I ask people about jobs,,Logistical,,N/A,I started filling out applications on line,Changed strategy,,,,,,
S112,S120,goal2,S112goal2,S112goal2,circ1,lose weight,Weight management,,circ1,S112goal2circ1,Long term,,I work on weight lose everyday some days are better than others,Health,No,No,No,No,multiple days to a week,daily,"I feel guilty, depressed and disappointed in my self",looking for a job that will meet my weight,Emotional,,,I just do not feel good most days because im always on my menses,I do workouts that allow you to sit in chairs,Changed strategy,,,,,,
S112,S120,goal2,S112goal2,,circ2,lose weight,Weight management,,circ2,S112goal2circ2,Long term,,I get tired fast due to my congestive heart failure,Health,No,No,Yes,No,more than half a day to a day,daily,NA,NA,Physical,,,I really do not have a lot of grocery to meal prep,I eat less calories a day,Changed strategy,,,,,,
S112,S120,goal3,S112goal3,,circ1,completely organize my house,Cleaning/organizing,,circ1,S112goal3circ1,Medium term,,i work nights so I sleep doing the day,Work,No,No,No,No,No response,No response,na,I go to sleep a little later so I can work on one room at a time,No response,,,my inner time is off,I working on that daily,No change,,,,,,
S112,S120,goal4,S112goal4,,circ1,bring my credit score up,Financial Stability/Safety,,circ1,S112goal4circ1,Long term,,make less money,Finances,No,No,Yes,No,longer than a year,monthly,im tired,na,Financial,,,i cant afford to pay my monthly bills,,Abandoned,,,,,,
S113,S121,goal1,S113goal1,,circ1,Getting back to a manageable exercise routine.,Physical Activity,,circ1,S113goal1circ1,Medium term,,Being a first-time mom and raising a baby. Made myself a lower priority,Caregiving,No,No,Yes,No,multiple weeks to a month,daily,I felt guilty.,NA,Emotional,,,"I felt tired and the time I had available, I spent it with people who I hadn’t seen in awhile.",I did not make a change and did not attempt to start.,Skipped,,,,,,
S113,S121,goal1,S113goal1,,circ2,Getting back to a manageable exercise routine.,Physical Activity,,circ2,S113goal1circ2,Medium term,,Bringing work home and working in the evenings.,Work,No,No,Yes,No,multiple days to a week,monthly,I always feel guilty.,I read a book to serve as my “me time” before bed.,Emotional,,,I felt too tired to try to perform any exercise after work.,I skipped it.,Skipped,,,,,,
S113,S121,goal1,S113goal1,,circ3,Getting back to a manageable exercise routine.,Physical Activity,,circ3,S113goal1circ3,Medium term,,Using whatever free time I have left to catch up on sleep.,Sleep,No,No,Yes,No,multiple weeks to a month,weekly,I feel guilty.,None,Emotional,,,I am always feeling tired but then feel a little anxious because I think that I wouldn’t be so tired if I just add a little more physical activity to each day.,I skipped it.,Skipped,,,,,,
S113,S121,goal2,S113goal2,,circ1,Practice self guided meditation and breath work,Mental health and wellbeing,,circ1,S113goal2circ1,Medium term,,Exhaustion,Internal - Feelings and thoughts,No,No,Yes,No,No response,No response,,,No response,,,,,No response,,,,,,
S114,S122,goal1,S114goal1,,circ1,Lose 15 pounds,Weight management,,circ1,S114goal1circ1,Long term,r31,I was still on vacation so I wasn't able to eat certain foods I normally would to try and lose weight.,Travel,Yes,No,No,,multiple days to a week,every 6 months,I was a little stressed thinking about gaining more weight while on vacation.,NA,Emotional,,,I either didn't lose any weight or might have gained slightly while on vacation.,I didn't worry about losing weight while on vacation as much because I wanted to enjoy myself.,Paused,,,,,,
S114,S122,goal1,S114goal1,,circ2,Lose 15 pounds,Weight management,,circ2,S114goal1circ2,Long term,,I wasn't able to exercise because I was traveling still.,Travel,,No,No,,multiple days to a week,every 6 months,I felt a little worse because I wasn't as active as I would have liked to be.,NA,Emotional,,,I wasn't to stay active to increase my speed of losing weight.,"I just put my goal on hold for about a week, and I planned to restart after it was over.",Paused,,,,,,
S114,S122,goal2,S114goal2,,circ1,Save money to remodel our kitchen.,Housing,,circ1,S114goal2circ1,Long term,,I had to spend money on a part for our pool that I hadn't planned.,Finances,,No,No,,multiple weeks to a month,yearly or less,I was disappointed because it would take longer to afford our remodeling project.,NA,Emotional,Financial,,na,I had to use some money for our kitchen fund to pay for the part for our pool instead.,Paused,,,,,,
S114,S122,goal2,S114goal2,,circ2,Save money to remodel our kitchen.,Housing,,circ2,S114goal2circ2,Long term,r31,I spent more money on our vacation than I had originally thought I would.,Travel,Yes,No,No,,multiple weeks to a month,every 6 months,It disappointed me knowing that I will need to delay our remodeling project further.,NA,Emotional,Financial,,na,I won't be able to put as much into our kitchen fund this month because of the extra purchases we made.,Paused,,,,,,
S115,S123,goal1,S115goal1,,circ1,savings of 1000,Financial Stability/Safety,,circ1,S115goal1circ1,Medium term,,the economy and loss of income related to support of children and day care expense,Employment,No,No,Yes,,multiple months to a year,monthly,It made me fell like I was failing and stressed me out,n/a,Emotional,Financial,,Without the support I had to pull sometimes from savings to keep everything going in my house hold and keep my kids in care so I could work,I had to use my savings to float at the time but am now actively working to get on track,Paused,,,,,,
S115,S123,goal2,S115goal2,,circ1,BMI less than 25,Health - other,,circ1,S115goal2circ1,Long term,,Depression,Internal - Feelings and thoughts,No,No,Yes,,multiple months to a year,daily,see 1,I have had to try and work out more and find activities that make me happy. I have been sewing and donating the items to charity it helps me feel better,Emotional,,,see 1,"When depressed you often don't care, or you have anxiety and comfort food temporarily helps with that",Paused,,,,,,
S115,S123,goal3,S115goal3,,circ1,meditate/yoga at least once a week,Mental health and wellbeing,,circ1,S115goal3circ1,Medium term,,time constraints,Caregiving,No,No,Yes,,multiple months to a year,weekly,see 1,see 1,Emotional,,,see 1,With less time I choose to spend it with my kids and not in my gym,Abandoned,,,,,,
S116,S124,goal1,S116goal1,,circ1,Get enough sleep,Sleep,,circ1,S116goal1circ1,Medium term,,General anxiety,Internal - Feelings and thoughts,,No,No,,longer than a year,weekly,"Makes me feel overwhelmed, scared, distracted",na,Emotional,,,Made me feel too restless to sleep,"Deep breathing before going to sleep, avoiding too much caffeine, melatonin",Changed strategy,,,,,,
S116,S124,goal1,S116goal1,,circ2,Get enough sleep,Sleep,,circ2,S116goal1circ2,Medium term,,Leg pain,Pain,,No,No,,longer than a year,weekly,na,Can affect me during the day as well,Physical,,,Likely restless leg syndrome,Pain medication,No change,,,,,,
S116,S124,goal1,S116goal1,,circ3,Get enough sleep,Sleep,,circ3,S116goal1circ3,Medium term,,Heat,Weather,,No,No,,multiple months to a year,daily,na,na,Emotional,,,Uncomfortable,Turned on fan,No change,,,,,,
S116,S124,goal2,S116goal2,,circ1,Eat three meals a day,Nutrition,,circ1,S116goal2circ1,Medium term,,Recovering from an eating disorder,Health,,No,Yes,,longer than a year,daily,Many symptoms affecting my physical and mental health,na,Emotional,,,Eating disorder can cause me to skip meals,"Going to therapy, creating plans to make sure I eat enough",Changed strategy,,,,,,
S116,S124,goal2,S116goal2,,circ2,Eat three meals a day,Nutrition,,circ2,S116goal2circ2,Medium term,,Financial strain,Finances,,No,Yes,,longer than a year,weekly,Stress,na,Emotional,Financial,,Not always having enough money to spend on nourishing food.,"Working more, trying to budget my money",Changed strategy,,,,,,
S116,S124,goal3,S116goal3,,circ1,Lessen symptoms of anxiety and depression,Mental health and wellbeing,,circ1,S116goal3circ1,Long term,r32,School starting,Work,Yes,No,No,,longer than a year,every 6 months,na,na,Emotional,,,"Feeling overwhelmed and stressed with work, homesickness, loneliness","Go to therapy, time management and keeping up with assignments using my planner",No change,,,,,,
S116,S124,goal4,S116goal4,,circ1,Keep up with cleaning,Cleaning/organizing,,circ1,S116goal4circ1,Medium term,,Tiredness,Internal - Feelings and thoughts,,No,Yes,,longer than a year,daily,na,na,Physical,,,Makes my vody too tired to carry out chores,Making sure I am getting enough food and sleep,Skipped,,,,,,
S116,S124,goal4,S116goal4,,circ2,Keep up with cleaning,Cleaning/organizing,,circ2,S116goal4circ2,Medium term,r32,Difficulty making time,Work,Yes,No,Yes,,longer than a year,daily,na,na,No response,,,Self-explanatory,Putting it on my to-do list alongside schoolwork,Changed strategy,,,,,,
S117,S125,goal1,S117goal1,,circ1,To get my teeth pulled,Health - other,,circ1,S117goal1circ1,Medium term,,No working vehicle,Transportation,,No,No,,longer than a year,monthly,Causes anxiety and prevents me from earning money because I am not physically capable to walk to much,I did delivery work when I had my vehicle,Emotional,Physical,,Na,Getting rides to appointment,Changed strategy,,,,,,
S117,S125,goal1,S117goal1,,circ2,To get my teeth pulled,Health - other,,circ2,S117goal1circ2,Medium term,r33,Issues earning money,Employment,Yes,No,Yes,,longer than a year,monthly,Can't afford to eat healthy and buy supliments,I can't afford anything extra often can't afford basic needs,Financial,,,I can't afford better denture care,I tried to get transport,No response,,,,,,
S117,S125,goal1,S117goal1,,circ3,To get my teeth pulled,Health - other,,circ3,S117goal1circ3,Medium term,,Caring for disabled children,Caregiving,,No,Yes,,multiple weeks to a month,weekly,I'm often out of time,Na,Logistical,,,She had several surgery in a week and is still healing and I ca4 for her,I'm going to get it done after my daughter is medically able to leave more often,Paused,,,,,,
S117,S125,goal2,S117goal2,,circ1,To fix my scalp issues,Health - other,,circ1,S117goal2circ1,Medium term,r33,Have not had money for care products,Finances,Yes,No,Yes,,multiple weeks to a month,daily,Na,Na,Financial,,,Na,Trying to find cheaper options,Changed strategy,,,,,,
S117,S125,goal3,S117goal3,,circ1,To loose fat,Health - other,,circ1,S117goal3circ1,Long term,r33,Can't afford to eat healthy,Finances,Yes,No,Yes,,longer than a year,daily,I can't get healthy if I don't loose weight,Na,No response,,,If you can only afford carbs you keep gaining weight,Attempting to eat as healthy as I can afford,No change,,,,,,
S118,S126,goal1,S118goal1,,circ1,pay down credit card debt,Financial Stability/Safety,,circ1,S118goal1circ1,Long term,r34,had to travel out of town to a work conference and spent more on food and entertainment than budgeted.,Travel,Yes,No,No,,multiple weeks to a month,every 6 months,I do feel a little stressed and sad that my goal is a little further out now.,I had to review all of my expenses and look for other areas where I could cut back to make up for the extra spending this month.,Emotional,Financial,Logistical,"I was away from home, so I wasn't able to cook my meals at home to save money.",I had to adjust the amount I was able to pay towards my debt this month.,Other,,,,,,
S118,S126,goal1,S118goal1,,circ2,pay down credit card debt,Financial Stability/Safety,,circ2,S118goal1circ2,Long term,,my dog got an ear infection so an unexpected vet bill.,Finances,,No,No,,multiple weeks to a month,yearly or less,It caused some stress as I was both worried about my dog and also sad that I wasn't able to pay as much towards my credit card debt.,I had to review my expenses for the month and see if I could cut back on anything so I could apply more payments towards my debt.,Emotional,Financial,Logistical,I couldn't pay as much towards my debt.,I had to change the amount I could pay towards my debt and adjust the timeline of when I expect to pay it down.,Changed time,,,,,,
S118,S126,goal2,S118goal2,,circ1,lose weight,Weight management,,circ1,S118goal2circ1,Long term,r34,I was out of town so I wasn't able to cook healthy meals at home.,Travel,Yes,No,No,,multiple days to a week,every 6 months,I have had anxiety and stress over the setback. My poor eating has also given me less energy.,I had to make a meal plan for the week and track my eating,Emotional,Physical,Logistical,I wasn't eating healthy and most likely didn't lose or gained weight this week.,I made a meal plan for the week so I could get back on track with healthy homemade meals.,Skipped,,,,,,
S118,S126,goal2,S118goal2,,circ2,lose weight,Weight management,,circ2,S118goal2circ2,Long term,,I have been busy at work and not had time to go to the gym.,Work,,No,No,,multiple days to a week,monthly,"Anytime I am not exercising regularly, I am more stressed and tired.","I am trying to catch up on work and household duties, so that I have more free time to go to the gym.",Emotional,Logistical,,"I got out of the habit of going to the gym, so now it is much harder to get back into my routine.",I have been trying to make up for not going to the gym by spending more time on housework.,Skipped,,,,,,
S119,S127,goal1,S119goal1,,circ1,To make a better effort to get my dream career,Work/Career,,circ1,S119goal1circ1,Medium term,,Failed a semester of college,Work,,No,No,,multiple months to a year,yearly or less,I felt guilty and like I was a failure.,I focused on my mental health by journaling and practicing mindfulness to prepare to retake them.,Emotional,,,"My dream career is one that I can only acquire through a college education, and if I fail to get my degree, I will likely never get that job.",I took a small break during the summer to mentally prepare to retake those classes.,No change,,,,,,
S119,S127,goal2,S119goal2,,circ1,To practice mindfulness in my every day life,Mental health and wellbeing,,circ1,S119goal2circ1,Medium term,,Household is busy and demanding of my time,Social interactions - negative,,No,No,,multiple days to a week,every other week,I felt overwhelmed and suffocated.,I spoke with my family and asked them to allow me some alone time every day.,Emotional,,,"When I would try to focus on work on anything, my time would always be cut short or interrupted by family.",I specificed a room to myself to be alone,Changed strategy,,,,,,
S119,S127,goal3,S119goal3,,circ1,To lose weight,Weight management,,circ1,S119goal3circ1,Long term,,I felt unmotivated,Internal - Feelings and thoughts,,No,No,,multiple months to a year,weekly,I felt depressed and extremely insecure.,I would watch motivational videos on Instagram.,Emotional,,,I would be unable to follow my diet or I would skip out on the gym.,"I started to do smaller, shorter workouts and diet changes instead of a full blown diet and gym every day routine.",Changed time,,,,,,
S120,S129,goal1,S120goal1,,circ1,I am currently working on a routine exercise workout consisting of walking and light weight strengthening.,Physical Activity,,circ1,S120goal1circ1,Medium term,,I had medical appointments and home repair work within the last two days.,Health,,No,No,,multiple days to a week,monthly,Same as previous response,NA,Physical,,,The doctor appointment was for a Echo cardio test and due to feeling fatigue and recently diagnose with a heart murmur.,I was not feeling physically up to working out with so much going along with feeling more fatigue than usual.,Skipped,,,,,,
S120,S129,goal1,S120goal1,,circ2,I am currently working on a routine exercise workout consisting of walking and light weight strengthening.,Physical Activity,,circ2,S120goal1circ2,Medium term,,I also helped a good friend out with taking her a few errands.,Social interaction - other,,No,No,,more than half a day to a day,monthly,NA,NA,Emotional,,,I was not feeling up to fulfilling my goal with more routine walking and light weight lifting.,While out on the errand with my good friend I did walk around some in the grocery store.,Changed strategy,,,,,,
S120,S129,goal2,S120goal2,,circ1,"Working on a low sodium, high fiber, low carbohydrates, and less meats for healthier eating.",Nutrition,,circ1,S120goal2circ1,Medium term,,I got some coffee at Starbucks that included sugar and creamer that interfered with my normal way I fix my own coffee.,Diet,,No,No,,multiple months to a year,yearly or less,NA,NA,No response,,,NA,I normally would use plant based creamer due to not being home I got half and half creamer which is out of my normal.,Skipped,,,,,,
S120,S129,goal3,S120goal3,,circ1,My goal is to have my auto loan of 36 months left on my SUV paid off by end of 2025.,Financial Stability/Safety,,circ1,S120goal3circ1,Long term,,I had suffered a lost in my income that has temporarily delayed me being able to payoff my loan longer than expected.,Employment,,Yes,No,,longer than a year,yearly or less,NA,NA,No response,,,NA,Major changes with income.,Paused,,,,,,
S120,S129,goal4,S120goal4,,circ1,I am working on getting back on track with my spiritual daily devotions and affirmations.,Mental health and wellbeing,,circ1,S120goal4circ1,Medium term,,No real excuse I had just gotten slothful with not making myself stay focus on my daily readings.,Internal - Feelings and thoughts,,No,No,,multiple days to a week,weekly,NA,NA,Emotional,,,Less motivated and distracted.,NA,Skipped,,,,,,
S120,S129,goal5,S120goal5,S120goal3,circ1,My goal is to pursue finding more work from gigs so that I can rebuild my saving account.,Financial Stability/Safety,,circ1,S120goal5circ1,Medium term,,Some days I just was just not feeling up to the task.,Internal - Feelings and thoughts,,No,No,,more than half a day to a day,yearly or less,Feeling fatigue and mentally drained.,NA,Emotional,,,Less motivated with looking.,,Skipped,,,,,,
S121,S130,goal1,S121goal1,,circ1,Managing daily life with the limitations imposed by a chronic illness,Manage chronic condition,,circ1,S121goal1circ1,Medium term,,Fatigue,Internal - Feelings and thoughts,,Yes,Yes,No,longer than a year,daily,"Preventing me from doing the things that I need or want to do, or responding to new challenges.","Redefine my goals to fit within my capabilities, Renegotiate previously held ideas of self worth and acknowledge my limitations.",Emotional,,,Not having the energy capacity to complete needed tasks.,"Pacing, planning ahead for energy expenditure and prioritizing tasks based on importance, accepting when rest is needed.",Changed strategy,,,,,,
S121,S130,goal1,S121goal1,,circ3,Managing daily life with the limitations imposed by a chronic illness,Manage chronic condition,,circ3,S121goal1circ3,Medium term,,Physical limitations,Pain,,Yes,Yes,No,longer than a year,daily,"Physically, mentally, and emotionally challenging. Missed opportunities. Daily struggles with tasks that others take for granted.",Relearning new ways to accomplish tasks and complete activities.,Emotional,,,"Difficulty making plans and keeping commitments, inability to perform needed tasks, unpredictability of symptom occurrence.","therapies and medication to improve physical condition, learning to stop pushing myself beyond my capacity, adapt my activities to accomodate my limitations.",Changed strategy,,,,,,
S121,S130,goal1,S121goal1,,circ4,Managing daily life with the limitations imposed by a chronic illness,Manage chronic condition,,circ4,S121goal1circ4,Medium term,,Lack of assistance,Social interaction - other,,Yes,Yes,No,longer than a year,daily,"Inability to rest and priorotize healing when things have to get done, illness is exacebrated by overexertion.",Downsizing the demands in my life to the bare necessities.,Emotional,,,"Increased burdens to bear, things end up not getting done, can feel overwhelming.","Prioritize goals by importance, and do what I can.",Changed strategy,,,,,,
S121,S130,goal2,S121goal2,S121goal1,circ1,Increasing my financial security,Financial Stability/Safety,,circ1,S121goal2circ1,Long term,,uncertainty regarding current source of income,Finances,,Yes,Yes,,multiple days to a week,daily,"Source of stress and worry, material ramifications in the future which could impact access to food, housing, medicine, etc.","Stress management techniques, gratitude exercises, contingency planning.",Emotional,Financial,,Possibility of losing income source.,"exploring other options and opportunities to increase income, acquire for necessities.",Changed strategy,,,,,,
S121,S130,goal2,S121goal2,,circ2,Increasing my financial security,Financial Stability/Safety,,circ2,S121goal2circ2,Long term,,lack of employment options due to chronic illness,Employment,,Yes,Yes,,longer than a year,daily,"Finanially, physically, emotionally (lack of access to resources, increased stress, decreased self-esteem).",n/a,Emotional,Financial,,Lack of income and depletion of savings.,Pursuing an education which will lead to a career path that will accomodate my needs and limitations.,Changed strategy,,,,,,
S122,S131,goal1,S122goal1,,circ2,Work out three times per week,Physical Activity,,circ1,S122goal1circ1,Medium term,,"Injured back is acting up, and I'm worried about making it worse by working out",Pain,,No,No,,multiple days to a week,every other week,"It made me feel anxious and annoyed because I would like to go to physical therapy, but I can't afford it.","Ask my partner for a back rub, which he doesn't like doing",Emotional,,,NA,I altered my workout by doing less strenuous activity and skipping parts of the workout,Changed strategy,,,,,,
S122,S131,goal1,S122goal1,,circ3,Work out three times per week,Physical Activity,,circ2,S122goal1circ2,Medium term,,It's too hot,Weather,,No,No,,multiple days to a week,every other week,"I felt physically tired, emotionally exhausted, and dysphoric",NA,Emotional,,,NA,I skipped it,Skipped,,,,,,
S122,S131,goal2,S122goal2,,circ1,Go out and work from somewhere else at least once per week,Work/Career,,circ1,S122goal2circ1,Medium term,,Can't afford it,Finances,,No,No,,multiple days to a week,monthly,"Increased anxiety, worrying about money",NA,Emotional,,,It makes it less enjoyable.,"Went to the library, which is the only 'free' place to work from outside of my home. I'm sick of going to the library.",Changed strategy,,,,,,
S122,S131,goal2,S122goal2,,circ2,Go out and work from somewhere else at least once per week,Work/Career,,circ2,S122goal2circ2,Medium term,,Too tired,Internal - Feelings and thoughts,,No,No,,multiple days to a week,monthly,"I felt guilty, anxious, annoyed at myself, and very unproductive because I got less done",NA,Emotional,,,NA,Didn't do it,Skipped,,,,,,
S122,S131,goal3,S122goal3,,circ1,Stay on the budget I've set for myself,Financial Stability/Safety,,circ1,S122goal3circ1,Medium term,,Unexpected expenses come up,Finances,,No,No,,multiple weeks to a month,every 6 months,"I felt mad at myself, possibly guilty and anxious if I had to borrow money","Move more money from my savings account than I was planning on moving, or take on more side jobs for extra cash (like this!)",Emotional,Logistical,,NA,"I allowed myself to go over budget, or borrowed money",Skipped,,,,,,
S122,S131,goal3,S122goal3,,circ2,Stay on the budget I've set for myself,Financial Stability/Safety,,circ2,S122goal3circ2,Medium term,,I want to do something fun or treat myself,Entertainment,,No,No,,multiple weeks to a month,monthly,Added more financial stress to my brain,More planning and math to figure out what I need to do to make up for what I spent.,Financial,Logistical,,NA,"Sometimes I will allow myself to go over budget, but then cut corners somewhere else to make up for it (e.g. buy fewer groceries)",Skipped,,,,,,
S122,S131,goal4,S122goal4,,circ1,Apply for jobs at least once per week,Work/Career,,circ1,S122goal4circ1,Medium term,,Can't find jobs I want to apply to,Employment,,No,No,,multiple days to a week,monthly,"Feeling stressed, financially and emotionally, feeling guilty and bad about myself",Picking up other side gigs to make money in the mean time,Emotional,Logistical,,NA,I skipped applying for jobs that week,Skipped,,,,,,
S122,S131,goal4,S122goal4,,circ2,Apply for jobs at least once per week,Work/Career,,circ2,S122goal4circ2,Medium term,,Mental health stuff gets in the way,Internal - Feelings and thoughts,,No,No,,multiple days to a week,monthly,"It causes sort of a feedback loop. I feel bad, so I don't do as well on applications or I don't apply to things, then I feel worse.",NA,Emotional,,,NA,"I usually push through it, but I often feel like I did a worse job on my application or cover letter because of it.",No change,,,,,,
S123,S132,goal1,S123goal1,,circ1,Working out twice a week,Physical Activity,,circ1,S123goal1circ1,Medium term,,Weekend vacation,Travel,,No,No,,multiple days to a week,every 6 months,Became very physically exhausted,"Plan, pack and prepare for weeks in advance",Emotional,,,Unable to make it to my gym,I skipped it but walked a lot instead,Changed strategy,,,,,,
S123,S132,goal1,S123goal1,,circ2,Working out twice a week,Physical Activity,,circ2,S123goal1circ2,Medium term,,Chronic pain,Pain,,No,No,,more than half a day to a day,every other week,"My body and head hurt, made doing anything difficult",Went to sleep far earlier than usual just to escape the pain,Emotional,,,I was in too much pain to go to the gym,I skipped it,Skipped,,,,,,
S123,S132,goal2,S123goal2,,circ1,Reading more,Recreation,,circ1,S123goal2circ1,Medium term,,School started,Work,,No,No,,multiple days to a week,weekly,Additional stressors,NA,Emotional,,,I felt too stressed to calmly read a book,I didn’t read,Skipped,,,,,,
S124,S133,goal1,S124goal1,,circ1,Get back to where I'm drawing more actively,Recreation,,circ1,S124goal1circ1,Medium term,,Been tired,Internal - Feelings and thoughts,,No,No,,multiple days to a week,weekly,I haven't felt bad outside of just being kind of fatigued.,Rest up a bit extra whenever I am able.,No labor- positive disruption,,,I've sometimes just not drawn at all.,I've spent less time drawing because I just haven't felt like it.,Paused,,,,,,
